id,name,description,ingredients
2941,云腿滑熘猴头菇,云腿滑熘猴头菇是一道美食，属于家常菜。主料是火腿、猴头菇，配料是鸡蛋清等，调料为盐等，主要通过熘制的做法而成。,
2942,鸳鸯桂鱼,鸳鸯桂鱼很多人都喜欢吃，而且营养丰富味道上乘。虽然这道菜的做法比较简单，但是色彩一红亮，一花白，味别一咸鲜，一甜酸，别有风味。,
2943,鸡翅蒸甲鱼,这是一道美食，属于清蒸类菜肴，主要原料有甲鱼、鸡翅等。,甲鱼、鸡翅
2944,香酥肥鸭,香酥肥鸭是一道色香味俱全的地方名肴，属于川菜系。用肥鸭腌渍蒸炸而成。成菜色泽金黄发亮，皮酥肉嫩，鲜美醇香。初见于50年代的菜谱。重庆名师廖青亭擅长制作。1954年，四川名厨范俊康在北京饭店事厨，周恩来总理出访瑞士，他被选为随行厨师。在日内瓦，范俊康曾为周总理宴请著名电影大师卓别林，烹制了他擅长的香酥鸭。他做的香酥鸭，蒸得烂、炸得透，只要用手提一只鸭腿轻轻一抖，整个鸭就能脱骨散开。卓别林吃后赞美不绝，宴会结束时，还要求带一只走，并对范俊康说：“我将来要到北京专门向你学习做香酥鸭。”,肥鸭
2945,锅贴牛肉,牛肉剔去筋切薄片，再捶剁成细泥；削皮的荸荠拍烂剁碎；取150克肥膘肉剁成米状；葱、姜捣烂用料酒取汁，加入鸡蛋、淀粉、料酒、味精、白糖、盐和香油，搅拌成馅。,牛肉
2946,锅烧野鸡片,锅烧野鸡片属于湘菜，主要原料是鸡肉，口味是香，工艺是炒，制作难度属于中级。具有补气、补虚养身、益智补脑、预防贫血的功效。胃肠蠕动，具有开胃醒脾的作用。,
2947,钩吊香腰,"钩吊香腰是一道湘菜，主要食材为猪腰子1000克,猪网油250克。","猪腰子1000克,猪网油250克"
2948,金鱼戏水,.鱿鱼撕去须，用冷水浸泡1小时，清洗干净，用少许碱和水泡2小时后，将整块鱿鱼切去尾的部分，再切成10厘宽的三角形，在尖的部分斜切刀剞十字交叉花刀，宽的部分切开成四条，斜刀剞一字花刀，再切成丝，用冷水漂二三次，除去碱味为止。,鱿鱼(鲜)300克
2949,金巢虾仁,金巢虾仁的主要食材有芋头、黄瓜、虾仁等。美味可口，制作简单。,芋头黄瓜 虾仁
2950,酸辣羊蹄花,羊蹄放在火上烧去残毛，用温水泡上刮洗干净，剁去爪尖，放入冷水锅内煮过捞出，再用清水洗净，下入垫有粗竹席的沙锅内，放入水（以没过羊蹄为准）、料酒、盐、酱油、桂皮、干辣椒和拍破的葱姜，在旺火上烧开，撇去泡沫，移用小火煨到七成烂时捞出，稍冷把骨拆去，切成6厘米长、3厘米宽的块，扣入碗内（皮朝下），放入原汤，再上笼蒸烂。,羊蹄肉
2951,酥炸荷花里脊,酥炸荷花里脊是一道美食，炸烧味。主要原料有猪里脊肉200克，，肥膘肉150克。,
2952,辣油牛肚,1、将香菜切成段。熟牛肚切成丝。2、锅内放水烧开，下入肚丝焯透捞出，沥净水放入盘内。3、香菜段放在肚丝上，加精盐、味精、醋拌匀。将香油入炒锅烧热，下入花椒粒炸香，捞出花椒不用，将油浇在肚丝上，再淋入辣椒油拌匀即成。,熟牛肚500克
2953,软酥猪腰,软酥猪腰是一道传统名菜。此菜色泽深红明亮，汤汁浓郁醇厚，质地酥软不烂，味道咸鲜适口。通过微火长时间炖煮，一般约需3～4 小时，使之软烂香酥，原汤已大部耗尽，成品带有浓汁，口味醇厚，别具风味。,猪腰子
2954,软酥三鸽,软酥三鸽是一道美食，由雏鸽350克等原料制作而成。,"雏鸽350克，,猪肋条肉（五花肉）250克，淀粉(蚕豆)13克，冰糖20克，酱油30克，大葱50克，味精1克，醋20克，盐1克，黄酒20克，香油20克，小葱20克，猪油（炼制）30克，姜30克"
2955,软炸螺蛳,.田螺去壳取肉摘去肠杂，先用盐和醋揉搓出涎液，再用清水冲洗几遍至无涎液为止，用刀剞交叉十字花刀后再洗一遍，沥干水分，用料酒，拍破葱、姜以及花椒和盐腌10分钟，倒入漏勺沥干水分，去掉葱、姜和花椒子，及白色干净布按干水分，加入味精、白糖和胡椒粉拌匀。,田螺850克。
2956,虾仁鱼肚,虾仁鱼肚是一道菜品，主要材料是鱼肚、 虾仁、鸡肉，配料是鸡蛋清、火腿、小麦面粉，调料为小葱、食用盐、香油等，通过炒、炖的做法而成。,鱼肚
2957,羊肚菌烧乌金白,羊肚菌用温水泡上，待涨发透后捞出，除去根部的泥沙，轻轻抓洗两遍，用碗装上；五花肉刮洗干净，切成7毫米的片，放入开水锅内氽过，捞出后洗净血沫，放到装有羊肚菌的碗内，加料酒、盐、白糖和鸡汤250毫升，上笼蒸约2小时后，取出挑去五花肉。,
2958,绣球桂鱼,绣球桂鱼是一道美食，主要用料有桂鱼，主要配料是火腿、冬笋等，主要调料是味精、胡椒粉等，主要采用蒸制的方法制作而成。,桂鱼1250克
2959,组庵玉结鱼翅,组庵玉结鱼翅又名细煨鱼翅，是湖南汉族名菜之一，属于湘菜的组庵湘菜菜系。具有清润滋补、软糯柔滑、醇香味美的独特风味。据传，此菜为清光绪进士、湖南督军谭延闿（字组庵）及其家厨曹敬臣所创。他将红偎鱼翅的方法改为鸡肉、猪肉与鱼翅同煨，弥补了以往汤味鲜但鱼翅味差的不足。,水发玉结鱼翅，肥母鸡肉
2960,红煨八宝鸡,红煨八宝鸡不但选料精当，而且制作考究。它将传统红煨和油炸的方法相结合，先炸后煨，充分体现了湘菜长于调味的特点。成菜色泽红亮，体态丰满，原料丰富，多味融汇，醇厚浓郁，油润鲜美，是湖南的传统名菜。,母鸡
2961,联珠整干贝,联珠整干贝是一道菜品，主料是干贝150克等，配料是胡萝卜30克，小白菜500克等。,干贝150克
2962,红煨土鲍鱼,红煨土鲍鱼[1] 菜系：湘菜功效： 补虚养身食谱 滋阴食谱 营养不良食谱,鲍鱼干300克
2963,红烧牛蹄筋,红烧牛蹄筋，是一道东北家常菜。制作原料主要有鲜牛蹄筋、酱油、料酒等。,牛蹄筋
2964,砂锅熊掌,,
2965,畏公豆腐,畏公豆腐是一道由豆腐（北）、豌豆苗、鸡肉、火腿等食材制成的湘菜。,豆腐(北)500克
2966,生鸡块炖龟肉,调料：猪油（炼制） 100克  料酒 50克  盐 10克  味精 2克  胡椒粉 1克  大葱 15克  姜 15克。,乌龟 1500克  母鸡 1000克
2967,焦酥肉卷,,
2968,焦盐子芋,,
2969,焦熘豆腐丸子,这道菜是一道美食，属湘菜系，此菜外焦，里松软，鲜香可口。主要原料有豆腐（北）300克。,
2970,焦炸鳅鱼,这是一道美食，属于煎炸类菜肴，主要原料有鳅鱼等。,活鳅鱼
2971,焦炸肥肠,将肥肠理直剪开，以清水洗去污物，盛入瓦钵，用精盐10克、黄醋50克、绍酒25 克搓揉，除去腥臭味，用清水洗二次后入沸水锅中氽一次，然后切成13厘米见方的大片。炒锅内放入熟猪油25克烧至六成热，下肥肠炒几下，再依次下绍酒、酱油、精盐1.5克、花椒子、葱结、姜片、杂骨汤250克煮沸，使作料入味，即端锅离火。,猪肥肠
2972,烤酥香肉,烤酥香肉是一道美食，制作材料有猪里脊肉、葱、姜、绍酒、精盐等。,猪里脊肉
2973,炸荷花酥,炸荷花酥是一道简单的家常菜，主料是小麦面粉50克，花生油100克，糖粉150克，红曲15克。,荷花200克
2974,清汤虾球鲍鱼,清汤虾球鲍鱼是一道家常菜，主要材料为鲍鱼和虾仁，调料主要为猪油、料酒、盐等，该道菜通过将食材倒入锅中翻炒制作而成。,鲍鱼，虾仁
2975,淡菜蒸鸭块,淡菜蒸鸭块是湖南家常菜的一种。主要材料为小白菜、鸭、 淡菜等，调料主要为料酒、盐、味精等，该道菜通过将食材倒入锅中烹饪制作而成。,小白菜， 淡菜，鸭，必备食材的名称小白菜，必备食材的名称淡菜AI
2976,油炸豆腐（臭豆腐）,,
2977,油炸臭豆腐,油炸臭豆腐，为湖南有名的特色传统小吃，具有远处闻起来臭，吃起来香的特点。正宗的做法是用发酵后的豆腐炸制而成，但[1] 多数是用普通豆腐炸制，然后刷上“臭豆腐”汁，不过吃起来也是别具风味。,水豆腐，卤水
2978,油淋香酥鸽,油淋香酥鸽是一道美食，湘菜，主要原料雏鸽1000克。该美食鸽肉味鲜，胜于鸡肉，加以蒸制油淋，香气扑鼻，酥润鲜美。,
2979,水晶鸭块,水晶鸭块是以北京填鸭、猪肉皮为主要材料制作而成的一款菜品，配料包括番茄等，调料是味精、白砂糖等，通过蒸煮的方式做成。,"北京填鸭2000克,猪肉皮150克"
2980,椒盐芋头丸,椒盐芋头丸是一道美食，主要食料有芋头、鸡蛋、虾米。,芋头1000克
2981,桃源铜锤鸡腿,“桃源铜锤鸡腿”系用桃源地方出产的大种鸡为原料制作而成。据《桃源县志》载：明嘉庆年间，桃源鸡便闻名于世。这种鸡个大、体壮、肉质细嫩、味道鲜美。精心制作鸡腿形似铜锤，故名。,桃源地方出产的大种鸡
2982,枣泥荷花卷,枣泥荷花卷是一道美食，原料是枣（干）、鸡蛋、莲花等。,枣（干）
2983,杂瓣海参,杂瓣海参是一道湖南省的传统名菜，属于湘菜系。主要原料是海参，口味鲜咸，主要工艺是蒸，制作难度属于高级。使用多种配料与海参同烹，制出杂瓣海参这一名菜。此菜配料丰富多味，特别是海参经烩制后，一改原貌，柔软爽口，鲜美宜人。,海参 猪肉
2984,朝珠素鸭块,朝珠素鸭块是主要由豆腐皮、香菇、冬笋等原料做的一种食品。,豆腐皮
2985,彭家羊柳,彭家羊柳是一道家常菜，主要材料为羊里脊，辅料是红萝卜、青蒜、 鸡蛋。调料主要为油、盐、味精等，该道菜通过将食材倒入锅中烹饪制作而成。,羊里脊300克
2986,庭鲴鱼肚,庭鲴鱼肚是一道美味可口的名菜，属于湘菜系。主要原料有，制作材料主要有鱼肚150克， 火腿250克。鱼肚味甘、性平，入肾、肝经；具有补肾益精，滋养筋脉、止血、散瘀、消肿之功效；治肾虚滑精、产后风痉、破伤风、吐血、血崩、创伤出血、痔疮等症。,
2987,奶汤鱼翅,奶汤鱼翅是山东特色地方菜式之一，属于鲁菜。奶汤鱼翅以鱼翅为主要材料。猪肉含有丰富的优质蛋白质和必需的脂肪酸。,鱼翅
2988,奶汤竹荪鲍鱼,奶汤竹荪鲍鱼的菜系是湘菜， 功效是补气食谱，补虚养身食谱，高血压食谱。工艺是白烧。,鲍鱼，竹荪
2989,奶汤玉结鱼皮,奶汤玉结鱼皮的做法非常简单，只要按照菜谱步骤一步一步您来一定会享受到一道美味菜肴，奶汤玉结鱼皮是中国菜系湘菜菜系中很有特色的菜式之一，奶汤玉结鱼皮以鱼皮 为主要材料，烹饪以为主，口味属于奶汤咸鲜,鱼皮500克
2990,夹沙苹果,因有过油炸制过程，需准备花生油约1000克；本菜选用的糖粉是粉红色糖粉；苹果选用脆性的为宜。,苹果
2991,原蒸甲鱼裙腿,原蒸甲鱼裙腿是以甲鱼、猪五花肉为主要食材的一道菜品。,甲鱼4000克，猪五花肉250克
2992,原蒸五元羊肉,原蒸五元羊肉是由羊肉、荔枝、桂圆、枣（干）等作为主要食材，猪油（炼制）、大曲酒、料酒等作为主要调料所做成的一道菜品。该道菜品是通过蒸的做法制作而成的。,羊肉（瘦）1000克
2993,原汁武陵甲鱼,原汁武陵甲鱼是湖南省传统的名菜，属于湘菜系。主要用料是甲鱼1200克等。此菜酥烂浓香，原汁原味，芡亮汁浓，鲜美可口。选用湖南常德县武陵镇一带所产甲鱼，其色泽纯黄，肉质肥嫩，味极鲜美；死甲鱼有毒不可食。甲鱼腥膻，烹调时，要多洗多煮，加葱、姜、酒等除腥。甲鱼要趁热一次吃完，菜肴冷凉，再加热，腥膻增重难于下咽。,猪肋条肉（五花肉）
2994,冰糖葛仙米,冰糖葛仙米是一道美食，由葛仙米等原料制作而成。,葛仙米，葡萄干，蜜橘
2995,八宝冬瓜盅,八宝冬瓜盅是一道色香味俱全的特色名菜，属于粤菜系。此菜汽清色白，冬瓜肉鲜嫩柔软，味清香，是夏季时令汤菜。将整个冬瓜洗净，沥干水分，随后切取一端，呈茶盅状，挖去瓤子，蒂部削平，口部周围切锯齿纹，口朝上摆放在碗中。,猪瘦肉
2996,五香火肠,五香火肠是以猪大肠，火腿，猪肉为主要原料制作的菜品。,猪大肠，火腿
2997,九味金钱鲜贝,九味金钱鲜贝是湖南省的特色传统名菜，属于湘菜系。主料鲜贝。辅料鸡蛋清、红辣椒、香菜。调料蒜、葱、姜、盐、醋、香油、料酒、味精、白砂糖、花椒粉、辣椒酱、碗豆淀粉、炼制猪油等。其色泽红亮，滑嫩柔软，香鲜多味。鲜贝兼有抑制胆固醇在肝脏合成和加速排泄胆固醇的效用。,鲜贝，鸡蛋清、红辣椒、湘菜等
2998,龙眼鸽蛋,这是一道美食，所用主要原料有鸽蛋(150克) 、桂圆（龙眼）(15克)。,鸽蛋(150克) 、桂圆（龙眼）(15克)。
2999,龙眼冬瓜,龙眼冬瓜是以冬瓜、虾仁、咸鸭蛋为主要原材料制作而成的一款菜品，配料是小白菜等，调料是料酒等，通过烹煮等方式做成。,冬瓜、虾仁等
3000,麻茸鹌鹑蛋,麻茸鹌鹑蛋是一道菜品，主要制作食材是鹌鹑蛋，配料是菠萝、樱桃，调料是花生油、芝麻、白砂糖等，通过炸制的做法而成。,
3001,麻茸鸡球,麻茸鸡球是一道以鸡胸脯肉为主材美食，色泽金黄，甜咸香酥，美味可口。,鸡胸脯肉300克
3002,麻绒鸽蛋,炒锅烧热，放入芝麻用小火炒约5分钟，盛起磨成粉状；花生磨粉状，与绵白糖一起搅拌均匀，平铺在盘中。,
3003,麻仁金钱里脊,麻仁金钱里脊底部焦脆，面上松泡滑嫩，味美可口。,猪里脊肉300克
3004,鹑蛋龙眼海参,鹑蛋龙眼海参是一道菜品，主要食材有海参、鹌鹑蛋、 虾仁等，配料是樱桃、白菜、肥膘肉等，通过笼蒸油淋的做法而成。,海参750克
3005,鹊巢虾仁,将鸡蛋清、淀粉15 克调匀，放入虾仁上浆。土豆切成5 厘米长的丝， 鸡蛋置碗中，加入淀粉30 克、面粉、精盐1·5 克、味精1 克调匀，再放入土豆丝拌匀挂糊。火腿切成丁。,虾仁
3006,鸳鸯鲤,鸳鸯鲤，是湖南传统名菜。主料是鲤鱼，将鲤鱼身尾切开，鱼头相连，烹制后一边红色，一边白色，红者酸甜，白者咸辣，风味各异。粗看似两鱼并列，细品始知一鱼制成。,鲤鱼
3007,鸭淋粉松,将鸡蛋清盛入大碗内，用筷子搅发成泡沫状，放入鸭肉和肥膘肉细泥，再搅匀后放入葱花、味精、湿淀粉、冷鸡清汤调成稀汁。,去皮鸭肉
3008,鸡汁玉翠鱼丸,主料： 木耳菜200克 番茄300克 草鱼200克 辅料： 鸡蛋清75克 荸荠70克 调料： 猪油（炼制）100克 料酒15克 盐10克味精2克 胡椒粉1克 白砂糖2克 大葱10克 姜10克 淀粉(豌豆)8克 鸡油10克,木耳菜、番茄、草鱼
3009,鸡汁牛蹄筋,鸡汁牛蹄筋是一道菜品，主料是小白菜和牛蹄筋，调料 盐、味精等。该道菜品通过将食材进行翻炒的方法制作而成。,牛蹄筋，小白菜
3010,鲜贝竹筒鱼,鲜贝竹筒鱼是一道美食，主料为鳙鱼，配料是干贝、火腿、蘑菇等，调料为鸡油、料酒、辣椒油等，通过蒸制的做法而成。,鱼
3011,香辣麻仁鱼条,香辣麻仁鱼条是经典的湘菜之一，该菜取材精良、做法讲究、口感外酥里嫩、香辣爽口是一道难得的下酒菜和佐餐美食，主要原料有：青鱼肉200克、鸡蛋1枚、干淀粉30克、面粉30克、淀粉30克、白芝麻40克、鲜红辣椒粒40克、葱末5克、姜末5克、蒜末5克、绍酒5克、盐2克、味精1克、烹调油适量。,鱼，芝麻
3012,香瓜鸽盅,香瓜鸽盅是中国菜系湘菜菜系中很有特色的菜式之一，香瓜鸽盅以莲子为主要材料，烹饪方法以蒸为主。其口味瓜香鸽烂，汤鲜味美，深受广大食客的喜爱。,鸽肉1000克，甜瓜1000克
